,wd,ws,freq_val
389.0,80.0,24.0,4.888541259288228e-05
390.0,80.0,25.0,5.431712510320254e-06
391.0,85.0,3.0,0.0006246469386868292
392.0,85.0,4.0,0.0004997175509494634
393.0,85.0,5.0,0.0005594663885629861
394.0,85.0,6.0,0.0005648981010733064
395.0,85.0,7.0,0.0006409420762177899
396.0,85.0,8.0,0.0005268761135010646
397.0,85.0,9.0,0.0005594663885629861
398.0,85.0,10.0,0.0003313344631295355
399.0,85.0,11.0,0.000363924738191457
400.0,85.0,12.0,0.00032047103810889496
401.0,85.0,13.0,0.00032047103810889496
402.0,85.0,14.0,0.0002661539130056924
403.0,85.0,15.0,0.00019010993786120888
404.0,85.0,16.0,0.00015208795028896711
405.0,85.0,17.0,0.00012492938773736584
406.0,85.0,18.0,0.00010320253769608482
407.0,85.0,19.0,8.14756876548038e-05
408.0,85.0,20.0,5.974883761352279e-05
409.0,85.0,21.0,3.802198757224178e-05
410.0,85.0,22.0,1.629513753096076e-05
411.0,85.0,23.0,1.629513753096076e-05
412.0,85.0,24.0,2.1726850041281015e-05
413.0,85.0,25.0,1.629513753096076e-05
414.0,90.0,3.0,0.0005866249511145874
415.0,90.0,4.0,0.0005920566636249076
416.0,90.0,5.0,0.0005268761135010646
417.0,90.0,6.0,0.0006463737887281102
418.0,90.0,7.0,0.0005377395385217052
419.0,90.0,8.0,0.0004616955633772216
420.0,90.0,9.0,0.0005051492634597836
421.0,90.0,10.0,0.0005051492634597836
422.0,90.0,11.0,0.00039651501325337855
423.0,90.0,12.0,0.00023899535045409116
424.0,90.0,13.0,0.00021183678790248988
425.0,90.0,14.0,0.00020640507539216964
426.0,90.0,15.0,0.00019010993786120888
427.0,90.0,16.0,0.00014665623777864684
428.0,90.0,17.0,0.0001629513753096076
429.0,90.0,18.0,9.777082518576456e-05
430.0,90.0,19.0,0.00010320253769608482
431.0,90.0,20.0,7.604397514448356e-05
432.0,90.0,21.0,3.802198757224178e-05
433.0,90.0,22.0,5.974883761352279e-05
434.0,90.0,23.0,2.715856255160127e-05
435.0,90.0,24.0,2.715856255160127e-05
436.0,90.0,25.0,1.0863425020640507e-05
437.0,95.0,3.0,0.0006681006387693913
438.0,95.0,4.0,0.0005540346760526659
439.0,95.0,5.0,0.0006518055012384304
440.0,95.0,6.0,0.0004888541259288229
441.0,95.0,7.0,0.0005214444009907443
442.0,95.0,8.0,0.00048342241341850256
443.0,95.0,9.0,0.00045626385086690134
444.0,95.0,10.0,0.000363924738191457
445.0,95.0,11.0,0.0003530613131708165
446.0,95.0,12.0,0.00030417590057793423
447.0,95.0,13.0,0.00022813192543345067
448.0,95.0,14.0,0.00019010993786120888
449.0,95.0,15.0,0.00019010993786120888
450.0,95.0,16.0,0.00013579281275800635
451.0,95.0,17.0,0.00016838308781992787
452.0,95.0,18.0,9.777082518576456e-05
453.0,95.0,19.0,0.0001412245252683266
454.0,95.0,20.0,0.00013579281275800635
455.0,95.0,21.0,7.06122626341633e-05
456.0,95.0,22.0,4.888541259288228e-05
457.0,95.0,23.0,2.1726850041281015e-05
458.0,95.0,24.0,3.259027506192152e-05
459.0,95.0,25.0,2.715856255160127e-05
460.0,100.0,3.0,0.0005323078260113848
461.0,100.0,4.0,0.0005431712510320254
462.0,100.0,5.0,0.0005540346760526659
463.0,100.0,6.0,0.00046712727588754183
464.0,100.0,7.0,0.0005214444009907443
465.0,100.0,8.0,0.0005105809759701038
466.0,100.0,9.0,0.0004888541259288229
467.0,100.0,10.0,0.000363924738191457
468.0,100.0,11.0,0.0003259027506192152
469.0,100.0,12.0,0.00030417590057793423
470.0,100.0,13.0,0.00019010993786120888
471.0,100.0,14.0,0.0002661539130056924
472.0,100.0,15.0,0.00017381480033024812
473.0,100.0,16.0,0.00017381480033024812
474.0,100.0,17.0,0.00010863425020640508
475.0,100.0,18.0,0.00011406596271672534
476.0,100.0,19.0,9.777082518576456e-05
477.0,100.0,20.0,2.1726850041281015e-05
478.0,100.0,21.0,8.690740016512406e-05
479.0,100.0,22.0,6.518055012384304e-05
480.0,100.0,23.0,2.715856255160127e-05
481.0,100.0,24.0,4.345370008256203e-05
482.0,100.0,25.0,3.259027506192152e-05
483.0,105.0,3.0,0.0005160126884804241
484.0,105.0,4.0,0.0005486029635423457
485.0,105.0,5.0,0.0006192152261765089
486.0,105.0,6.0,0.00046712727588754183
487.0,105.0,7.0,0.0005866249511145874
488.0,105.0,8.0,0.0004345370008256203
489.0,105.0,9.0,0.00045626385086690134
490.0,105.0,10.0,0.0004616955633772216
491.0,105.0,11.0,0.0003530613131708165
492.0,105.0,12.0,0.0002715856255160127
493.0,105.0,13.0,0.0002227002129231304
494.0,105.0,14.0,0.00020640507539216964
495.0,105.0,15.0,0.00012492938773736584
496.0,105.0,16.0,0.00010320253769608482
497.0,105.0,17.0,0.00012492938773736584
498.0,105.0,18.0,9.233911267544432e-05
499.0,105.0,19.0,8.690740016512406e-05
500.0,105.0,20.0,4.345370008256203e-05
501.0,105.0,21.0,0.00010863425020640508
502.0,105.0,22.0,3.259027506192152e-05
503.0,105.0,23.0,2.715856255160127e-05
504.0,105.0,24.0,3.802198757224178e-05
505.0,105.0,25.0,3.259027506192152e-05
506.0,110.0,3.0,0.0006192152261765089
507.0,110.0,4.0,0.0005757615260939469
508.0,110.0,5.0,0.0007169860513622735
509.0,110.0,6.0,0.0005648981010733064
510.0,110.0,7.0,0.0005105809759701038
511.0,110.0,8.0,0.00036935645070177727
512.0,110.0,9.0,0.00036935645070177727
513.0,110.0,10.0,0.00034762960066049624
514.0,110.0,11.0,0.0003259027506192152
515.0,110.0,12.0,0.0002227002129231304
516.0,110.0,13.0,0.0002227002129231304
517.0,110.0,14.0,0.00021726850041281016
518.0,110.0,15.0,0.00010320253769608482
519.0,110.0,16.0,0.00015208795028896711
520.0,110.0,17.0,9.777082518576456e-05
521.0,110.0,18.0,0.00012492938773736584
522.0,110.0,19.0,9.233911267544432e-05
523.0,110.0,20.0,5.974883761352279e-05
524.0,110.0,21.0,5.974883761352279e-05
525.0,110.0,22.0,3.802198757224178e-05
526.0,110.0,23.0,1.629513753096076e-05
527.0,110.0,24.0,1.629513753096076e-05
528.0,110.0,25.0,2.1726850041281015e-05
529.0,115.0,3.0,0.0006355103637074697
